iter	Passed	Remaining
300	2890	73930
301	2901	73953
302	2912	73977
303	2921	73966
304	2931	73952
305	2940	73925
306	2949	73905
307	2958	73882
308	2967	73870
309	2977	73864
310	2988	73877
311	2998	73893
312	3008	73876
313	3018	73878
314	3027	73851
315	3036	73840
316	3046	73837
317	3056	73846
318	3066	73825
319	3075	73805
320	3085	73804
321	3095	73806
322	3105	73812
323	3115	73804
324	3124	73777
325	3133	73771
326	3144	73782
327	3153	73758
328	3162	73745
329	3172	73727
330	3181	73714
331	3191	73708
332	3201	73700
333	3210	73680
334	3220	73695
335	3229	73673
336	3239	73654
337	3250	73686
338	3259	73671
339	3269	73653
340	3280	73674
341	3289	73647
342	3297	73618
343	3308	73625
344	3318	73639
345	3328	73623
346	3336	73595
347	3345	73572
348	3356	73573
349	3365	73571
350	3377	73599
351	3387	73608
352	3396	73584
353	3407	73602
354	3416	73579
355	3428	73609
356	3437	73596
357	3447	73587
358	3456	73559
359	3466	73569
360	3478	73599
361	3488	73615
362	3498	73601
363	3507	73581
364	3516	73556
365	3527	73566
366	3537	73567
367	3547	73569
368	3558	73585
369	3569	73605
370	3579	73611
371	3588	73593
372	3597	73570
373	3608	73570
374	3618	73571
375	3628	73575
376	3638	73578
377	3648	73574
378	3658	73573
379	3668	73558
380	3679	73574
381	3688	73555
382	3698	73561
383	3708	73548
384	3717	73534
385	3727	73529
386	3738	73534
387	3748	73535
388	3757	73517
389	3768	73528
390	3778	73533
391	3789	73551
392	3800	73554
393	3809	73543
394	3819	73533
395	3828	73513
396	3839	73523
397	3848	73514
398	3857	73489
399	3867	73477
400	3878	73493
401	3888	73495
402	3898	73483
403	3907	73464
404	3916	73452
405	3925	73424
406	3934	73392
407	3943	73381
408	3952	73364
409	3961	73344
410	3970	73320
411	3979	73295
412	3988	73273
413	3998	73258
414	4006	73231
415	4017	73238
416	4026	73219
417	4035	73201
418	4044	73182
419	4055	73196
420	4065	73179
421	4073	73156
422	4082	73130
423	4091	73103
424	4101	73098
425	4110	73080
426	4121	73096
427	4131	73085
428	4140	73078
429	4149	73056
430	4158	73038
431	4169	73043
432	4179	73048
433	4190	73059
434	4200	73052
435	4209	73032
436	4218	73014
437	4228	73003
438	4238	72993
439	4247	72979
440	4258	72984
441	4268	72987
442	4277	72969
443	4287	72965
444	4297	72967
445	4306	72948
446	4317	72945
447	4326	72935
448	4335	72915
449	4344	72896
450	4354	72885
451	4364	72887
452	4375	72893
453	4385	72893
454	4395	72889
455	4405	72879
456	4416	72891
457	4425	72874
458	4434	72862
459	4443	72837
460	4453	72825
461	4463	72832
462	4473	72818
463	4483	72818
464	4492	72800
465	4502	72786
466	4512	72794
467	4522	72779
468	4533	72789
469	4542	72778
470	4552	72769
471	4562	72775
472	4573	72777
473	4583	72774
474	4593	72767
475	4603	72768
476	4614	72773
477	4623	72760
478	4632	72742
479	4643	72748
480	4653	72739
481	4662	72720
482	4672	72712
483	4681	72694
484	4691	72695
485	4700	72676
486	4711	72690
487	4721	72682
488	4731	72674
489	4740	72659
490	4751	72660
491	4760	72646
492	4769	72633
493	4779	72623
494	4788	72607
495	4799	72611
496	4810	72615
497	4819	72603
498	4827	72572
499	4836	72552
500	4846	72538
501	4855	72524
502	4866	72535
503	4876	72533
504	4887	72534
505	4897	72536
506	4907	72527
507	4916	72511
508	4926	72508
509	4936	72496
510	4946	72493
511	4957	72498
512	4966	72480
513	4977	72489
514	4987	72482
515	4996	72464
516	5006	72457
517	5016	72453
518	5025	72439
519	5034	72424
520	5046	72440
521	5056	72430
522	5065	72414
523	5074	72396
524	5085	72401
525	5094	72386
526	5104	72378
527	5114	72374
528	5124	72378
529	5134	72362
530	5145	72369
531	5155	72377
532	5165	72366
533	5176	72371
534	5186	72368
535	5196	72358
536	5205	72343
537	5215	72333
538	5224	72323
539	5234	72310
540	5243	72300
541	5253	72284
542	5262	72272
543	5271	72256
544	5280	72234
545	5289	72217
546	5299	72201
547	5310	72211
548	5319	72197
549	5329	72184
550	5338	72166
551	5347	72159
552	5357	72147
553	5366	72127
554	5377	72131
555	5387	72132
556	5398	72135
557	5409	72150
558	5420	72157
559	5430	72145
560	5439	72132
561	5450	72134
562	5460	72128
563	5470	72122
564	5480	72122
565	5490	72111
566	5500	72108
567	5510	72098
568	5521	72103
569	5532	72114
570	5542	72106
571	5552	72101
572	5562	72092
573	5572	72088
574	5582	72083
575	5591	72072
576	5601	72066
577	5612	72067
578	5621	72053
579	5632	72053
580	5642	72045
581	5651	72026
582	5660	72009
583	5670	72013
584	5681	72010
585	5690	71997
586	5696	71936
587	5705	71919
588	5714	71905
589	5724	71896
590	5735	71898
591	5744	71888
592	5753	71870
593	5765	71882
594	5774	71862
595	5783	71853
596	5794	71854
597	5804	71844
598	5815	71848
599	5825	71848
600	5835	71845
601	5845	71829
602	5854	71813
603	5865	71819
604	5875	71813
605	5885	71808
606	5894	71791
607	5905	71793
608	5915	71794
609	5925	71790
610	5935	71783
611	5946	71788
612	5955	71770
613	5964	71752
614	5974	71740
615	5984	71740
616	5995	71736
617	6005	71741
618	6015	71732
619	6025	71720
620	6036	71724
621	6046	71722
622	6055	71706
623	6064	71688
624	6075	71686
625	6084	71676
626	6093	71651
627	6103	71645
628	6112	71631
629	6121	71606
630	6130	71590
631	6139	71581
632	6150	71577
633	6160	71577
634	6171	71574
635	6180	71565
636	6190	71560
637	6201	71563
638	6210	71547
639	6220	71538
640	6231	71537
641	6240	71519
642	6249	71507
643	6259	71494
644	6269	71496
645	6279	71480
646	6289	71483
647	6299	71476
648	6309	71461
649	6319	71454
650	6328	71442
651	6338	71430
652	6348	71429
653	6358	71423
654	6369	71422
655	6379	71416
656	6388	71403
657	6399	71404
658	6408	71385
659	6417	71375
660	6427	71362
661	6437	71361
662	6448	71356
663	6458	71357
664	6467	71341
665	6478	71344
666	6488	71337
667	6498	71327
668	6508	71316
669	6519	71321
670	6528	71307
671	6538	71297
672	6547	71284
673	6557	71277
674	6567	71272
675	6578	71269
676	6589	71276
677	6600	71286
678	6611	71280
679	6622	71285
680	6631	71274
681	6643	71281
682	6652	71265
683	6659	71228
684	6670	71235
685	6680	71227
686	6691	71231
687	6701	71226
688	6711	71212
689	6720	71202
690	6729	71184
691	6741	71192
692	6750	71182
693	6759	71156
694	6768	71137
695	6777	71125
696	6786	71111
697	6795	71091
698	6805	71085
699	6814	71067
700	6824	71059
701	6833	71039
702	6844	71039
703	6854	71032
704	6864	71032
705	6873	71013
706	6883	71011
707	6894	71006
708	6904	70997
709	6913	70986
710	6922	70968
711	6932	70963
712	6943	70961
713	6951	70941
714	6962	70938
715	6972	70937
716	6982	70926
717	6993	70924
718	7002	70914
719	7012	70901
720	7022	70898
721	7028	70850
722	7039	70849
723	7049	70847
724	7060	70851
725	7070	70836
726	7079	70821
727	7089	70819
728	7098	70797
729	7107	70778
730	7117	70772
731	7126	70763
732	7136	70753
733	7146	70748
734	7156	70737
735	7166	70728
736	7176	70723
737	7185	70706
738	7195	70698
739	7204	70684
740	7214	70672
741	7223	70660
742	7233	70648
743	7244	70650
744	7254	70650
745	7264	70642
746	7274	70631
747	7285	70631
748	7295	70624
749	7305	70620
750	7316	70617
751	7325	70605
752	7335	70596
753	7345	70587
754	7354	70571
755	7363	70561
756	7374	70563
757	7384	70550
758	7394	70542
759	7403	70528
760	7414	70528
761	7424	70521
762	7432	70500
763	7442	70484
764	7451	70474
765	7462	70470
766	7471	70455
767	7481	70449
768	7491	70444
769	7500	70431
770	7510	70419
771	7519	70400
772	7526	70370
773	7535	70355
774	7546	70350
775	7558	70360
776	7567	70345
777	7578	70347
778	7587	70329
779	7596	70314
780	7603	70285
781	7612	70266
782	7622	70254
