iter	RMSE
381	0.542708349
382	0.542590233
383	0.5424170105
384	0.5416823287
385	0.5416329551
386	0.5413224773
387	0.5412355481
388	0.5408064891
389	0.5406795664
390	0.54031236
391	0.5402041346
392	0.5394733814
393	0.5386728214
394	0.5383240141
395	0.5381659423
396	0.5380697034
397	0.5376329012
398	0.5375325768
399	0.5367629332
400	0.5366610627
401	0.5364710106
402	0.5363880013
403	0.5356769588
404	0.5354555004
405	0.534806894
406	0.5347595696
407	0.5347338079
408	0.5346316125
409	0.5345408484
410	0.534420248
411	0.534304808
412	0.5339838592
413	0.533949563
414	0.5332206653
415	0.533109917
416	0.5323742916
417	0.5318985082
418	0.5312680119
419	0.5311179357
420	0.5308936121
421	0.5307855177
422	0.5306989455
423	0.5300207377
424	0.5294075449
425	0.5291450516
426	0.529030737
427	0.5284283533
428	0.5277584504
429	0.5271188707
430	0.5268320325
431	0.526790506
432	0.5267194712
433	0.526266477
434	0.5261287718
435	0.5260049882
436	0.5258980849
437	0.5257761611
438	0.5257115482
439	0.525055147
440	0.524966687
441	0.5248873588
442	0.5245470137
443	0.5244733
444	0.5241156565
445	0.5237039961
446	0.5236479651
447	0.5234897953
448	0.5233887457
449	0.5233464101
450	0.5232377497
451	0.522865646
452	0.5223706378
453	0.5223010866
454	0.5219067723
455	0.5217908404
456	0.521603499
457	0.5212640957
458	0.521182178
459	0.5211406762
460	0.521035403
461	0.5210041494
462	0.5209635043
463	0.5208486294
464	0.5205661168
465	0.5205100809
466	0.5204618687
467	0.5201897234
468	0.5201642392
469	0.5195330621
470	0.5194966686
471	0.5193249401
472	0.519157159
473	0.5185626654
474	0.5184818483
475	0.5179956297
476	0.5176310087
477	0.5174751126
478	0.5172076798
479	0.5171157398
480	0.5167368809
481	0.5165126679
482	0.5159173335
483	0.5158313524
484	0.5156833904
485	0.5156508206
486	0.5155029347
487	0.5154427955
488	0.5151814171
489	0.5151249395
490	0.5145683353
491	0.5139933303
492	0.5139459513
493	0.5138659974
494	0.5136233627
495	0.5135018819
496	0.5134399498
497	0.5133983362
498	0.5133500025
499	0.5129993498
500	0.5129024095
501	0.5127314488
502	0.5127119169
503	0.5126782734
504	0.5125227699
505	0.5124522685
506	0.5124215056
507	0.5123055848
508	0.5122620917
509	0.5121075089
510	0.511730552
511	0.511204995
512	0.5109858938
513	0.5105469406
514	0.5104794467
515	0.5101546984
516	0.5100266659
517	0.5099558194
518	0.5094193796
519	0.5094153151
520	0.5093463756
521	0.5093421486
522	0.5092527409
523	0.5087746783
524	0.5083067958
525	0.5082030357
526	0.5076921716
527	0.5076283932
528	0.5076219256
529	0.5074989594
530	0.507450844
531	0.507394644
532	0.5073769552
533	0.5073746953
534	0.5073678667
535	0.5069334777
536	0.5068478442
537	0.5067657937
538	0.5067226064
539	0.506692505
540	0.506670168
541	0.5065802073
542	0.506436856
543	0.5063102621
544	0.5058050699
545	0.5057314952
546	0.505647779
547	0.5055851296
548	0.5055644242
549	0.5054639854
550	0.5050323525
551	0.5049332455
552	0.5045524328
553	0.5044060521
554	0.5043195151
555	0.5042834959
556	0.5042240308
557	0.504206558
558	0.5041009722
559	0.5040312731
560	0.5040295873
561	0.5039791602
562	0.5038690082
563	0.5038678949
564	0.5034122646
565	0.5033026932
566	0.5031815241
567	0.5031151572
568	0.5027372664
569	0.5020257381
570	0.5019524805
571	0.5018066565
572	0.5017269547
573	0.5016926239
574	0.5016348743
575	0.5015020842
576	0.5015006203
577	0.5012555054
578	0.5011409523
579	0.5010876664
580	0.5010065824
581	0.5009232952
582	0.5009003385
583	0.500554577
584	0.5001821237
585	0.4997823411
586	0.4997771089
587	0.4993932233
588	0.4993681315
589	0.4993455659
590	0.498742988
591	0.4986935481
592	0.4982896246
593	0.4982121087
594	0.4981981506
595	0.4981453944
596	0.4977565548
597	0.4976226138
598	0.4975605952
599	0.4972672575
600	0.497018113
601	0.4969940797
602	0.4966094049
603	0.4962357027
604	0.4962340736
605	0.496231497
606	0.4959778571
607	0.4957993469
608	0.4956881593
609	0.4956664414
610	0.495413195
611	0.4952077627
612	0.4952055805
613	0.4951614183
614	0.4951449252
615	0.4948174981
616	0.4948138138
617	0.4947424396
618	0.4947111757
619	0.4946774418
620	0.4943034973
621	0.4941698055
622	0.4940843807
623	0.4939720223
624	0.4939072739
625	0.4938416818
626	0.4937905818
627	0.4936979067
628	0.4935745802
629	0.4935724743
630	0.4935422562
631	0.4931909013
632	0.4931409382
633	0.4930338024
634	0.4929909182
635	0.4928130334
636	0.4928106732
637	0.492202123
638	0.4921350465
639	0.492059277
640	0.4919892804
641	0.4917428969
642	0.4917138917
643	0.4916673522
644	0.4915941115
645	0.4914889212
646	0.4914778101
647	0.4914183901
648	0.491257131
649	0.4912215814
650	0.4911108187
651	0.4910310441
652	0.4909546001
653	0.4909172306
654	0.4905033717
655	0.4904596439
656	0.4904393596
657	0.4904049114
658	0.4903481708
659	0.4902849461
660	0.4902595731
661	0.4901672906
662	0.490151471
663	0.4901185341
664	0.4900850732
665	0.4900762869
666	0.4900584611
667	0.4900441866
668	0.489739879
669	0.4897374366
670	0.4897333435
671	0.4896433878
672	0.4894073863
673	0.4890721037
674	0.4888879505
675	0.4888604295
676	0.4888146309
677	0.4886076567
678	0.4885905372
679	0.4885705298
680	0.4885073959
681	0.4883727086
682	0.4883001225
683	0.4882995144
684	0.4882387783
685	0.4877805392
686	0.4876408978
687	0.4876314753
688	0.4876008551
689	0.4875990618
690	0.4875987235
691	0.4872727942
692	0.4872415928
693	0.4872412034
694	0.4872241543
695	0.487221056
696	0.4869551169
697	0.4869284354
698	0.4866882189
699	0.4866341641
700	0.4865822223
701	0.4865162361
702	0.4864527338
703	0.4863677684
704	0.4863525375
705	0.4863253141
706	0.4862858077
707	0.4862828391
708	0.4862446355
709	0.4862245486
710	0.4859211932
711	0.4855921674
712	0.4855158356
713	0.485498658
714	0.4852933633
715	0.485237895
716	0.4851811962
717	0.4851255281
718	0.4850582383
719	0.4850527112
720	0.4848753847
721	0.4848751976
722	0.4848458155
723	0.4847889178
724	0.4847710167
725	0.4846590863
726	0.4843793257
727	0.4843435268
728	0.4842771844
729	0.4839770911
730	0.4835527206
731	0.4834616661
732	0.4834610007
733	0.4834338533
734	0.4834056123
735	0.4833284743
736	0.4832162608
737	0.4828706321
738	0.4827367132
739	0.4825563305
740	0.4825477147
741	0.482484904
742	0.4822344514
743	0.4821403592
744	0.4818483852
745	0.4818194007
746	0.4818090425
747	0.4815652104
748	0.4815246625
749	0.481524337
750	0.4814947504
751	0.4813196265
752	0.4812759384
753	0.4812351605
754	0.4812316121
755	0.4811954762
756	0.4811896475
757	0.481143856
758	0.4810902755
759	0.4810368263
760	0.4810066095
761	0.4809031001
762	0.480701111
763	0.4803670158
764	0.4803127991
765	0.480264588
766	0.4802008602
767	0.4801638392
768	0.4801623445
769	0.4800997371
770	0.4800562473
771	0.4797602368
772	0.4797378837
773	0.479683338
774	0.4796142355
775	0.4795937505
776	0.4794648177
777	0.4794626843
778	0.4793552276
779	0.4793451432
780	0.4793333032
781	0.4792686253
782	0.4792505525
